username,video_id,comment,clean_comment,label
@Brumlowsamuel-f3k,,"𝐀𝐆𝙐𝐒𝐓ОTO aku main dikit, saldo lgnsung banyak",@Brumlowsamuel-f3k agustoto aku main dikit  saldo lgnsung banyak,1
,,Ayah kangennn😢😢, ayah kangennn,0
,,tumben lsg horror lg, tumben lsg horror lg,0
@Mkleevanabdullah-c3i9b,,Tarik semua kemenangan dari ambil4d saatnya belanja!,@Mkleevanabdullah-c3i9b tarik semua kemenangan dari ambil4d saatnya belanja,1
,,Orang buta ngajarin orang buta 😅,orang buta ngajarin orang buta,0
,,𝐷𝐄𝘞𝐴𝐷𝙊𝐑𝘼 semakin dikenal karena pendekatannya yang unik., dewadora semakin dikenal karena pendekatannya yang unik,1
@XuanHaTa-i7p,SAAVZtoQTH4,indah main di 💎𝐒𝐆𝐈𝟖𝟖💎 menawarkan berbagai fitur yang menarik bagi sebagian pemain.,@XuanHaTa-i7p indah main di  sgi88  menawarkan berbagai fitur yang menarik bagi sebagian pemain,1
,,"Mantap sekali! Main di D𝘖𝙍А𝟩7-lancar, cuan pun lancar jaya!",mantap sekali  main di dora77-lancar  cuan pun lancar jaya,1
@FahriOFFC10,,Live di mana sih bang upi???,@FahriOFFC10 live di mana sih bang upi,0
@LanKienTran-j8u,lvb0_bGZDTU,"Hiburan pas lagi jenuh, plus bonus dari👑𝐒𝐆𝐈𝟖𝟖👑",@LanKienTran-j8u hiburan pas lagi jenuh  plus bonus dari sgi88,1
@Villacislogsdon-n4z,,Lumayan buat tambahan uang ngopi sama rokok om main slot di ambil4d    hihihi suwonn yoo kakek zeus,@Villacislogsdon-n4z lumayan buat tambahan uang ngopi sama rokok om main slot di ambil4d    hihihi suwonn yoo kakek zeus,1
@TheNinnoW,,harusnya diterima dulu itu angpaonyaaa,@TheNinnoW harusnya diterima dulu itu angpaonyaaa,0
@OpLover904,,nyesel lo kan bang 😂,@OpLover904 nyesel lo kan bang,0
,,"Jika Anda menghargai efisiensi dan kemudahan penggunaan, 𝘈𝙀RО８𝟖-layak dicoba.",jika anda menghargai efisiensi dan kemudahan penggunaan  aero88-layak dicoba,1
,,makin akrab aja pin, makin akrab aja pin,0
@ceciliayovita7520,,uwaaaaaaaaaaaaaaaa,@ceciliayovita7520 uwaaaaaaaaaaaaaaaa,0
@ThaoTrangCao-t9y,lvb0_bGZDTU,"Alhamdulillah, ketemu,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱Hiburan yang nggak cuma seru, tapi juga bikin refleksi. Hadiahnya bikin semangat!💯",@ThaoTrangCao-t9y alhamdulillah  ketemu  probet-855 hiburan yang nggak cuma seru  tapi juga bikin refleksi  hadiahnya bikin semangat,1
@MmarioStout-t4f,,Cobain aja kalau gk percaya gw mah uda coba main di situs ambil4d wkwkwk emang benar situs ini mantap parah,@MmarioStout-t4f cobain aja kalau gk percaya gw mah uda coba main di situs ambil4d wkwkwk emang benar situs ini mantap parah,1
@ayashamalia,atYGhviVhf8,bang chico dimana-manaaa,@ayashamalia bang chico dimana-manaaa,0
,,"gacir banget, 𝘋ЕW𝘈𝐷𝘖𝐑𝐴 the best", gacir banget  dewadora the best,1
@GamersBaligod-b6x,,"Denger-denger orang banyak menang, akhirnya aku coba, dan ternyata rezeki juga datang di 𝘼Е𝑅О88! 😚 😙",@GamersBaligod-b6x denger-denger orang banyak menang  akhirnya aku coba  dan ternyata rezeki juga datang di aero88,1
@MediaGeorgiev-j3i,,"Gacir terus tiap main di А𝐆𝐔𝘚𝐓О𝘛𝑂,makasih atas keberuntungannya!",@MediaGeorgiev-j3i gacir terus tiap main di agustoto makasih atas keberuntungannya,1
,,"Bermain di 𝐀𝙀Я𝑂8𝟾-secara otomatis membuat hati bahagia, rezeki memang sudah ada yang mengatur dan menjamin!",bermain di aeяo88-secara otomatis membuat hati bahagia  rezeki memang sudah ada yang mengatur dan menjamin,1
,,"gila sih short Reza arap banyak banget, pdhl udh gw &quot;jangan rekomendasi channel ini&quot; msh aja nongol yg lain, tpi ttp sh lebih baik skip aja klo gak suka dri pda berurusan sma subscriber nya🤣🙏",gila sih short reza arap banyak banget  pdhl udh gw  jangan rekomendasi channel ini  msh aja nongol yg lain  tpi ttp sh lebih baik skip aja klo gak suka dri pda berurusan sma subscriber nya,0
,,Ke satuu🎉, ke satuu,0
,,"kangenn ih curhat ceriaa ahuuuyy deh,kurang otk nyaaa haduuuh kacaw dehhh", kangenn ih curhat ceriaa ahuuuyy deh kurang otk nyaaa haduuuh kacaw dehhh,0
@kuyangmiskin,lvb0_bGZDTU,panjang bener iklannya😭,@kuyangmiskin panjang bener iklannya,0
,,Tebak warna disini guys,tebak warna disini guys,0
,,ku kakang eta ku kakang, ku kakang eta ku kakang,0
@hoakhổngđông1959,atYGhviVhf8,Tipsnya berguna banget! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku langsung save video ini buat referensi!,@hoakhổngđông1959 tipsnya berguna banget   mona4d  bikin aku langsung save video ini buat referensi,1
,,"Ada slot ciamik di situs kita, gak ngebosenin deh. Coba aja, siapa tau malah untung banget!. 👉🎲♦️ 𝗚𝗘𝗡𝗘𝗥𝗔𝗦𝗜𝟴𝟴♦️🎲 . 👈",ada slot ciamik di situs kita  gak ngebosenin deh  coba aja  siapa tau malah untung banget        generasi88,1
@imeldaSeerungum-q8i,,"Nggak nyangka dapet jakpot besar banget di 𝐀𝐆𝐔S𝙏O𝘛𝙊,luar biasa!",@imeldaSeerungum-q8i nggak nyangka dapet jakpot besar banget di agustoto luar biasa,1
,,"𝘈𝐺𝐔𝙎𝑇𝐎𝙏𝘖 gacir abis, mantap cok",agustoto gacir abis  mantap cok,1
@Aluna_Family,,❤❤❤❤,@Aluna_Family,0
,,Enak e rek ana temen kayak gini temen gua ngambekan, enak e rek ana temen kayak gini temen gua ngambekan,0
@azkamaulana6736,QhmebdBeXKY,"Bang saya mau nanya saya sebenarnya sudah WO 1 bulan berjalan
Jadi saya nambahin dari push up dan pull up yang 15 reps 3 set, jadi 25 reps 4 set apakah boleh?
Dan jadwal saya Senin push up, Selasa pull up, Rabu push up lagi, dan kamis pull up lagi, Jumat rest, Sabtu latihan perut dan latihan kaki, Minggu/Ahad saya rest lagi... 
Apakah bener bang cara dan jadwal saya selama berjalan 1 bulan ini?
Saya sejujurnya masih pemula dan otodidak baru mulai, itu pun cuman nonton tutorial di YouTube buat latihan dan saya mix sendiri bang hehe😅
Dan saya baru menginjak 15 tahun, takut nya ada perbedaan cara latihan saya dengan orang dewasa bang
Mohon izin di respon bang😅🙏","@azkamaulana6736 bang saya mau nanya saya sebenarnya sudah wo 1 bulan berjalan
jadi saya nambahin dari push up dan pull up yang 15 reps 3 set  jadi 25 reps 4 set apakah boleh 
dan jadwal saya senin push up  selasa pull up  rabu push up lagi  dan kamis pull up lagi  jumat rest  sabtu latihan perut dan latihan kaki  minggu ahad saya rest lagi    
apakah bener bang cara dan jadwal saya selama berjalan 1 bulan ini 
saya sejujurnya masih pemula dan otodidak baru mulai  itu pun cuman nonton tutorial di youtube buat latihan dan saya mix sendiri bang hehe 
dan saya baru menginjak 15 tahun  takut nya ada perbedaan cara latihan saya dengan orang dewasa bang
mohon izin di respon bang",0
,,"lah kenapa ga suka, gw ngikutin segerombolan ini dari mereka sering mabar di game ROX, se seru itu nontonin mereka",lah kenapa ga suka  gw ngikutin segerombolan ini dari mereka sering mabar di game rox  se seru itu nontonin mereka,0
,,"Bikin vidio jot, ngeprank si grace kayaknya seru 😭🤏",bikin vidio jot  ngeprank si grace kayaknya seru,0
@ilhamfitrahramadhan5541,,yang lama napa qor bikin reaction nya kurang puas njir liatnya,@ilhamfitrahramadhan5541 yang lama napa qor bikin reaction nya kurang puas njir liatnya,0
@masbrozikradaud_,,plotwist detektif nya kena selidikin,@masbrozikradaud_ plotwist detektif nya kena selidikin,0
@NolanNogues-t9w,,𝐴𝙂𝙐𝙎𝘛𝐎𝘛O gue bru main lngsg gacor!,@NolanNogues-t9w agustoto gue bru main lngsg gacor,1
@MlundgrenMoore-m4m,,Udah coba banyak tempat tapi ambil4d  paling mantep! Ga nyangka bakal sering menang jadi ketagihan! Gk nyesel main disitus ini❤️‍🩹,@MlundgrenMoore-m4m udah coba banyak tempat tapi ambil4d  paling mantep  ga nyangka bakal sering menang jadi ketagihan  gk nyesel main disitus ini,1
@RahadianGhawade-k3j,,jepey gmpng banget di D𝑂𝑅A𝟽7,@RahadianGhawade-k3j jepey gmpng banget di dora77,1
,,makin ga ketolong ya usir judol, makin ga ketolong ya usir judol,0
@DoretheaBallesteros,,jelas jelas bukti yang ada Ga ru da Hoki emang gachor haha mantap cok😍,@DoretheaBallesteros jelas jelas bukti yang ada ga ru da hoki emang gachor haha mantap cok,1
,,DE.WA.D0.RA menawarkan cara mudah untuk terhubung dengan orang lain., de wa d0 ra menawarkan cara mudah untuk terhubung dengan orang lain,1
,,"Aku udah coba, dan langsung dapet jakpot! Kapan kamu coba di 𝘈G𝐔𝘚𝐓О𝑇O?", aku udah coba  dan langsung dapet jakpot  kapan kamu coba di agustoto,1
,,"Depo 100, langsung mekswin di АGU𝐒𝑇𝘖T𝙊",depo 100  langsung mekswin di agustoto,1
,,sewruhhhh nih, sewruhhhh nih,0
,,Bang upi masi inget mbud ga😂, bang upi masi inget mbud ga,0
@MlarssonEnlet-j5c,,pelajaran yang dapat kita ambil seperti tadi kata-kata mbak pengisi suara video &quot;Lebih baik main di ambil4d  karena pasti menang daripada main di tempat palsu.&quot;,@MlarssonEnlet-j5c pelajaran yang dapat kita ambil seperti tadi kata-kata mbak pengisi suara video  lebih baik main di ambil4d  karena pasti menang daripada main di tempat palsu,1
,,"Anggap kaya WWE jot bad response alos a good response, yang bahaya itu no response, orang2 mah pasti ngetroll itu, ngetik jg sambil cabutin bulu ayam paling 😂😂",anggap kaya wwe jot bad response alos a good response  yang bahaya itu no response  orang2 mah pasti ngetroll itu  ngetik jg sambil cabutin bulu ayam paling,0
,,Lubang idungnya tebel wkwk, lubang idungnya tebel wkwk,0
,,"Wih, dapet banyak nih hari ini main di 𝐀𝘌𝘙O𝟴𝟾! Rezeki emang gak kemana!",wih  dapet banyak nih hari ini main di aero88  rezeki emang gak kemana,1
,,"Wih, dapet banyak nih hari ini main di 𝐴𝙂𝙐𝘚𝐓ОTО! Rezeki emang gak kemana!",wih  dapet banyak nih hari ini main di agustoto  rezeki emang gak kemana,1
@DFF-x6q,QhmebdBeXKY,Makasih informasinya bang😊❤,@DFF-x6q makasih informasinya bang,0
,,Tapiii gue sukaaas,tapiii gue sukaaas,0
@Vitaliyknox-p9w,,"А𝙀𝑅O88 de po 50 jadi 5 juta, mantap!",@Vitaliyknox-p9w aero88 de po 50 jadi 5 juta  mantap,1
,,seterahlah lu punya dunia😂,seterahlah lu punya dunia,0
@SerhatMehmet-h4o,,dini hari gaspol emperor 𝐵ØᎳ𝒪𝟩７ clean langsung,@SerhatMehmet-h4o dini hari gaspol emperor boꮃo77 clean langsung,1
@musffatihaal-kinno8009,,PKI,@musffatihaal-kinno8009 pki,0
@adithverse,,"Ini tutorial yg membutuhkan orang2 yg sangat terpercaya dan tidak cepu, masalahnya orang2 yg tidak cepu ini kan langka. Andai kata ada 1 aja yg miss, kelar sih case Qory 🤣 orang yg ingin berteman itu banyak, tapi orang yg the real wingman itu gak bisa dicari.",@adithverse ini tutorial yg membutuhkan orang2 yg sangat terpercaya dan tidak cepu  masalahnya orang2 yg tidak cepu ini kan langka  andai kata ada 1 aja yg miss  kelar sih case qory   orang yg ingin berteman itu banyak  tapi orang yg the real wingman itu gak bisa dicari,0
,,"seru banget bang yang cerita wingman lu di club wkwkkw, gas bikin part2", seru banget bang yang cerita wingman lu di club wkwkkw  gas bikin part2,0
,,"Main di А𝐺𝑈𝘚𝑇𝐎𝙏𝐎 beneran bikin utang lunas, ga boong!", main di agustoto beneran bikin utang lunas  ga boong,1
@dunstudy,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=660"">11:00</a> belakang saksi bisu nya boljug",@dunstudy belakang saksi bisu nya boljug,0
,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=1229"">20:29</a> seru banget gua liat orang main di BERKAH 99", seru banget gua liat orang main di berkah 99,1
,,Wkwk bagi bagi duit suruh pada diem biar jot bisa pules tidur😂😂,wkwk bagi bagi duit suruh pada diem biar jot bisa pules tidur,0
@paridahatimaria1771,,Y krn ekonomi bisnis  pasti ada hub ma politik sebuah negri...itu nyata...n fakta .,@paridahatimaria1771 y krn ekonomi bisnis  pasti ada hub ma politik sebuah negri   itu nyata   n fakta,0
@VanSonBui-c8g,lvb0_bGZDTU,"Masyaallah, 𝙋𝙧𝙤𝙗𝙚𝙩8️⃣5️⃣5️⃣ bikin takjub! Visual ciamik, cerita penuh makna! 🙌",@VanSonBui-c8g masyaallah  probet8  5  5   bikin takjub  visual ciamik  cerita penuh makna,1
,,Wokwowkw😂😂, wokwowkw,0
,,"@Tierison a.k.a Jot, minta tolong temen lu yg bernama yuka yuka itu, lu beliin cerebrofit exel lah. Biar gak terlalu ngelag.",tierison a k a jot  minta tolong temen lu yg bernama yuka yuka itu  lu beliin cerebrofit exel lah  biar gak terlalu ngelag,0
@HABIBRiskiNugraha,,🤣🤣🤣,@HABIBRiskiNugraha,0
,,"Main bareng bestie di 𝐷𝘖RA𝟽𝟩 makin seru dan asyik, makin banyak pula rezeki yang diraih!", main bareng bestie di dora77 makin seru dan asyik  makin banyak pula rezeki yang diraih,1
,,"Terima kasih banyak 𝘈ER𝙊88,hari ini benar-benar gacir!", terima kasih banyak aero88 hari ini benar-benar gacir,1
@Hải_Diệp_Bảo,atYGhviVhf8,Vlognya seru dan bikin betah! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin petualanganmu kelihatan epik!,@Hải_Diệp_Bảo vlognya seru dan bikin betah   mona4d  bikin petualanganmu kelihatan epik,1
,,"Main bareng bestie di 𝘼𝙂𝙐𝐒𝑇𝘖𝘛O-makin seru dan asyik, makin banyak pula rezeki yang diraih!",main bareng bestie di agustoto-makin seru dan asyik  makin banyak pula rezeki yang diraih,1
,,Terpopuler ambil4d  Sudah Pasti Jepe💥,terpopuler ambil4d  sudah pasti jepe,1
,,"gacir banget di 𝘼𝙂𝙐𝐒𝑇𝘖𝘛O, jepe gampang",gacir banget di agustoto  jepe gampang,1
@selohaebray,,"<a href=""https://www.youtube.com/watch?v=CmR5n3oRK0g&amp;t=397"">6:37</a> wah anjeng<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",@selohaebray wah anjeng,0
,,Jangan ragu!!! mantap parah disini🎉🎉👍 ambil4d terbaik 2025!!! 😊😊💸, jangan ragu    mantap parah disini    ambil4d terbaik 2025,1
,,АG𝐔𝙎T𝘖𝑇𝐎 emang cuan!,agustoto emang cuan,1
,,Kannn....😅, kannn,0
,,𝐴𝙂U𝙎𝙏O𝘛𝙊menawarkan kesempatan untuk terhubung dengan pemain lain.,agustotomenawarkan kesempatan untuk terhubung dengan pemain lain,1
,,Pertama nih kak like dong😊, pertama nih kak like dong,0
,,Mantap videonya! Bikin semangat terus berkarya. 🤩 ᗷО𝑾𝕆𝟳７ denger-denger tempatnya para sultan ya? 👑, mantap videonya  bikin semangat terus berkarya    bowo77 denger-denger tempatnya para sultan ya,1
@ThiAnhNguyen-h1k,_qZaQs__2yQ,"Update terus kayak 🤖𝐒𝐆𝐈𝟖𝟖🤖, gak pernah ketinggalan zaman!",@ThiAnhNguyen-h1k update terus kayak  sgi88   gak pernah ketinggalan zaman,1
@Gonalvesbhargav-f2l,,"𝘋𝑂𝐑𝘼𝟽𝟩 aku main iseng, malah jackpot gede",@Gonalvesbhargav-f2l dora77 aku main iseng  malah jackpot gede,1
,,𝐀ER𝘖𝟾８semakin dikenal karena pendekatannya yang unik.,aero88semakin dikenal karena pendekatannya yang unik,1
,,"Gak nyangka, cuma sekali main langsung dapet jakpot. Bener-bener gacir di 𝐀𝘎𝘜𝘚𝙏OT𝑂!",gak nyangka  cuma sekali main langsung dapet jakpot  bener-bener gacir di agustoto,1
,,"Yang ditunggu,<br>Kirain kenapa kamu Mas,setujuuu...<br>Daripada ngomel mendingan ngobrol yuk cari jalan keluarnya,jangan kakehan sambat,mbanding2ke,<br>sambat boleh tapi sama Tuhan,sama manusia malah dipaido malah tambah kata ati&amp;pikir,<br>Aku diposisi dibilang Halah apa...paling halu,<br>Wis tak cuekin aja enak pakai proses bukan cara instant,<br>Karena jujur orang yang suka bilang gitu,<br>Hidupnya sedang tidak baik2 saja,mesakke...<br>Mas Ray sama pleg Abangku...<br>Karena dia sudah berpolitik plus bisnis,<br>Saat aku down dia yang ngasih kata2 seperti ini,<br>Hadapi Dik,Semangat...<br>Semangat terus Mas Ray,<br>Semoga Mas Ray cepat dapat jodoh yang dipilih Tuhan bukan dipilihkan manusia sing punya standart membingungkan,<br>Trus mbingungi Dewe,<br>Sehat,selamat,semangat,<br>Untuk semuanya,<br>Terimakasih...", yang ditunggu kirain kenapa kamu mas setujuuu   daripada ngomel mendingan ngobrol yuk cari jalan keluarnya jangan kakehan sambat mbanding2ke sambat boleh tapi sama tuhan sama manusia malah dipaido malah tambah kata ati pikir aku diposisi dibilang halah apa   paling halu wis tak cuekin aja enak pakai proses bukan cara instant karena jujur orang yang suka bilang gitu hidupnya sedang tidak baik2 saja mesakke   mas ray sama pleg abangku   karena dia sudah berpolitik plus bisnis saat aku down dia yang ngasih kata2 seperti ini hadapi dik semangat   semangat terus mas ray semoga mas ray cepat dapat jodoh yang dipilih tuhan bukan dipilihkan manusia sing punya standart membingungkan trus mbingungi dewe sehat selamat semangat untuk semuanya terimakasih,0
@HoangThu_6545,atYGhviVhf8,Ceritanya bikin baper abis! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku ikut ngerasain emosinya!,@HoangThu_6545 ceritanya bikin baper abis   mona4d  bikin aku ikut ngerasain emosinya,1
,,SETUJU!! ijin download ya mas😁, setuju   ijin download ya mas,0
,,"Aku gak percaya rezeki bisa datang cepat, tapi di 𝘈𝘎𝐔𝐒T𝑂𝑇𝑂,semua bisa terjadi!",aku gak percaya rezeki bisa datang cepat  tapi di agustoto semua bisa terjadi,1
@NgocQuangThi-n8k,atYGhviVhf8,"Keren abis videonya,⚽ℙℝ𝕆𝔹𝔼𝕋-855⚽penjelasan yang rapi dan gaya yang seru bikin saya ketagihan nonton. Mantap!💯",@NgocQuangThi-n8k keren abis videonya  probet-855 penjelasan yang rapi dan gaya yang seru bikin saya ketagihan nonton  mantap,1
,,"Setiap hari selalu ada hal menarik dari 𝐴ER𝘖𝟖𝟴,membuat penasaran terus!",setiap hari selalu ada hal menarik dari aero88 membuat penasaran terus,1
,,𝐴𝙂U𝙎𝙏O𝘛𝙊adalah platform yang didedikasikan untuk inovasi dan kemajuan.,agustotoadalah platform yang didedikasikan untuk inovasi dan kemajuan,1
,,"Ooo mungkin sebelum bung karno jadi presiden indonesia, tak ada raja2/pemerintah indonesia yg kawin ngan nyi roro kidul sebab tu indonesia dijajah beratus2 tahun.. patut la bung karno jadi presiden, indonesia trus merdeka.. sebab bung karno kawin ngan nyi roro kidul rupa2nya..<br><br>Tapi memang lepas bung karno kawin ngan nyi roro kidul, baru la indonesia jadi sgt2 berkuasa smpai ke hari nie.. buktinya kita bleh tgk skang nie, matawang rupiah dah jadi antara matawang yg terkuat di dunia..<br><br>Sektor perkhidmatan di indonesia mcm pendidikan, perubatan n lain2 pun dah jadi antara yg terbaik di dunia.. steadyyy bung karno.. 📏📏📏", ooo mungkin sebelum bung karno jadi presiden indonesia  tak ada raja2 pemerintah indonesia yg kawin ngan nyi roro kidul sebab tu indonesia dijajah beratus2 tahun   patut la bung karno jadi presiden  indonesia trus merdeka   sebab bung karno kawin ngan nyi roro kidul rupa2nya  tapi memang lepas bung karno kawin ngan nyi roro kidul  baru la indonesia jadi sgt2 berkuasa smpai ke hari nie   buktinya kita bleh tgk skang nie  matawang rupiah dah jadi antara matawang yg terkuat di dunia  sektor perkhidmatan di indonesia mcm pendidikan  perubatan n lain2 pun dah jadi antara yg terbaik di dunia   steadyyy bung karno,0
,,tai lu jot😂,tai lu jot,0
@DieuHuongDang-k6v,lvb0_bGZDTU,"ᑭᖇOᗷET❽❺❺ bikin vibes positif, gak ngebosenin! 😍",@DieuHuongDang-k6v probet855 bikin vibes positif  gak ngebosenin,1
@GamingSfoy-o5v,,"А𝐆𝐔𝘚𝐓О𝘛𝑂 emang gachor, auto mekswin",@GamingSfoy-o5v agustoto emang gachor  auto mekswin,1
,,"Bermain di AЕ𝑅О𝟾𝟖-otomatis bahagia, rezeki memang sudah ada jalannya!",bermain di aero88-otomatis bahagia  rezeki memang sudah ada jalannya,1
@filmesharrifena865,QhmebdBeXKY,Pengen lihat bang Bobby sparing futsal,@filmesharrifena865 pengen lihat bang bobby sparing futsal,0
@LukaReel,atYGhviVhf8,"Setiap buka Twitter, trending topic-nya gak jauh-jauh dari 🅿️︎🆄🅻︎🅰️︎🆄︎🆆︎🅸︎🅽︎.",@LukaReel setiap buka twitter  trending topic-nya gak jauh-jauh dari p  ul a  u w i n,1
@muhammadrizzky5702,,Nguli nya kapan lagi 😢😢😢😢,@muhammadrizzky5702 nguli nya kapan lagi,0
@adip1909,lvb0_bGZDTU,peniru sutradara jadi suara,@adip1909 peniru sutradara jadi suara,0
,,Skali2 dibangunin pak TNI smbil bawa selang... 🤭🤭🤭🤭,skali2 dibangunin pak tni smbil bawa selang,0
@dewisweetdewi,,"Yang enjoy enjoy ajah,, 😂",@dewisweetdewi yang enjoy enjoy ajah,0
,,Rezeki dari ᗷETᑭOᑎ77 sungguh luar biasa,rezeki dari betpon77 sungguh luar biasa,1
@Madushancastro-r9e,,𝐀𝐆𝐔S𝙏O𝘛𝙊 bener-bener gampang buat WEDEY gede,@Madushancastro-r9e agustoto bener-bener gampang buat wedey gede,1
@Gerindraa,,"Pertanyaannya kalo selingkuh sampe keluar negri dan diem&quot; bahkan pasangannya tidak tahu bahwa pasangannya selingkuh keluar negri, itu nentuin jadwal penerbangannya biar barengan sama targetnya gimana ya? 🤔",@Gerindraa pertanyaannya kalo selingkuh sampe keluar negri dan diem  bahkan pasangannya tidak tahu bahwa pasangannya selingkuh keluar negri  itu nentuin jadwal penerbangannya biar barengan sama targetnya gimana ya,0
